"","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30","host_since_months_int"
"2941","within a day",100,78,"TRUE",1,"phone_email",-34.00920641,18.34068244,"Entire home/apt",6,3,3,5,5143,5,90,5,90,37,1.11,5,"FALSE","no",142
"2942","within an hour",100,88,"TRUE",2,"phone_email",-34.150639,18.868029,"Entire home/apt",4,1,1,2,540,1,30,1.4,30,59,1.11,4.71,"FALSE","no",63
"2943","within an hour",100,100,"FALSE",1,"phone_email",-33.91173,18.41609,"Entire home/apt",2,1,0,1,1476,1,365,1.3,83.9,183,4,4.56,"TRUE","no",54
"2944","within an hour",94,76,"TRUE",3,"phone_email",-34.1223116,18.4535893,"Entire home/apt",2,2,1,1,888,1,365,1,365,3,1.58,5,"FALSE","yes",129
"2945","within an hour",100,83,"TRUE",1,"phone_email",-33.9262,18.41329,"Entire home/apt",2,1,1,1,1697,2,30,2,30,15,0.63,4.8,"FALSE","no",87
"2946","within a day",100,100,"FALSE",1,"phone_email",-34.04739,18.34784,"Entire home/apt",6,2.5,3,3,4190,3,90,7,90,12,0.13,4.58,"FALSE","no",118
"2947","within an hour",100,100,"TRUE",1,"phone_email",-33.911,18.39421,"Entire home/apt",2,1,1,1,1761,3,10,3,1125,143,1.71,4.99,"FALSE","no",157
"2948","within an hour",100,100,"FALSE",1,"phone_email",-34.07362755,18.85599173,"Entire home/apt",6,2,3,8,4322,2,365,2,365,2,0.33,5,"TRUE","no",112
"2949","within an hour",100,86,"TRUE",5,"phone_email",-33.94295442,18.42335075,"Entire home/apt",2,1,1,1,750,7,365,7,365,7,0.27,5,"FALSE","yes",126
"2950","within an hour",100,89,"FALSE",7,"phone_email",-33.9079884,18.4097436,"Entire home/apt",3,1,1,2,866,1,1125,1.5,1125,27,2.58,4.67,"FALSE","no",65
"2951","within an hour",100,99,"FALSE",16,"phone_only",-33.8226975,18.4778079,"Entire home/apt",2,1,1,1,1550,2,365,2,731,10,0.49,4.9,"TRUE","no",117
"2952","within an hour",100,100,"FALSE",3,"phone_email",-33.85744,18.49563,"Entire home/apt",3,1,0,3,595,3,1125,3,1125,198,1.69,4.8,"TRUE","no",126
"2953","within an hour",100,86,"TRUE",10,"phone_email",-33.92286984,18.41310706,"Private room",2,3,1,2,334,28,150,3.8,1125,15,0.46,5,"FALSE","no",137
"2954","within an hour",96,97,"FALSE",72,"phone_email",-33.9148523,18.4191019,"Entire home/apt",4,2,2,2,2731,1,365,1,1125,1,0.05,4,"TRUE","no",135
"2955","within a day",100,89,"FALSE",2,"phone_email",-34.01153,18.38564,"Entire home/apt",2,1,1,1,1070,3,5,3,1125,27,0.77,4.63,"FALSE","no",165
"2956","within an hour",100,95,"FALSE",7,"phone_email",-33.9344169,18.4576019,"Entire home/apt",4,2,2,2,1858,1,365,1.3,362.7,19,2.71,4.89,"TRUE","no",46
"2957","within a few hours",100,100,"FALSE",1,"phone_email",-33.90100025,18.70902611,"Entire home/apt",4,1,2,3,976,1,365,1,365,1,1,5,"FALSE","no",15
"2958","within an hour",100,93,"TRUE",29,"phone_email",-34.01985,18.34738,"Entire home/apt",10,5,5,7,9855,3,90,3.3,90,29,1.54,4.97,"FALSE","no",46
"2959","within an hour",100,87,"TRUE",8,"phone_only",-33.9560239,18.3875834,"Entire home/apt",8,4,4,5,5750,2,365,2,365,22,2.06,5,"FALSE","no",130
"2960","within an hour",100,94,"TRUE",2,"phone_email",-33.92721,18.40681,"Entire home/apt",4,1,2,2,1640,21,100,20,1125,9,0.46,5,"FALSE","no",162
"2961","within an hour",100,100,"TRUE",1,"phone_email",-33.9409,18.46847,"Entire home/apt",4,2,2,2,1056,14,1125,14,1125,67,0.75,4.91,"TRUE","no",183
"2962","within an hour",100,73,"FALSE",9,"phone_email",-33.79188867,18.46152505,"Entire home/apt",4,2,2,2,1518,1,365,1,365,1,0.08,5,"FALSE","no",79
"2963","within an hour",75,89,"TRUE",2,"phone_email",-34.0007,18.47468,"Entire home/apt",2,1,2,2,560,30,200,31.2,200,7,0.06,4.71,"FALSE","yes",139
"2964","within an hour",100,100,"FALSE",1,"phone_email",-33.9225293,18.4177235,"Entire home/apt",2,1,0,1,965,2,365,2.3,1125,1,0.81,1,"TRUE","no",10
"2965","within an hour",100,100,"TRUE",77,"phone_email",-33.915022,18.392077,"Entire home/apt",2,1,1,1,1641,1,60,1.9,60,3,0.53,5,"TRUE","no",15
"2966","within an hour",100,88,"FALSE",2,"phone_email",-34.198326,18.378113,"Entire home/apt",2,1,1,1,1052,3,23,3,23,107,2.17,4.91,"FALSE","no",127
"2967","within an hour",100,97,"TRUE",3,"phone_email",-33.94461,18.50547,"Entire home/apt",8,4,4,4,3000,7,1125,7,1125,29,0.52,4.79,"FALSE","yes",97
"2968","within an hour",100,99,"TRUE",6,"phone_email",-33.9165599,18.41795,"Entire home/apt",2,1,1,1,2760,1,1125,2.8,884.5,92,2.23,5,"TRUE","no",106
"2969","within an hour",100,99,"TRUE",73,"phone_email",-33.9114059,18.4099688,"Entire home/apt",4,2,2,2,1168,3,365,3,365,1,1,5,"FALSE","no",123
"2970","within an hour",100,100,"FALSE",37,"phone_email",-34.162716,18.870861,"Entire home/apt",2,1,1,1,1768,1,1125,2.4,1125,51,1.01,4.75,"TRUE","no",103
"2971","within an hour",100,98,"TRUE",4,"phone_email",-34.10482,18.47318,"Private room",1,1,1,1,360,7,730,7,730,71,0.54,4.89,"FALSE","yes",143
"2972","within a few hours",100,93,"TRUE",1,"phone_email",-33.90898,18.39551,"Entire home/apt",2,1,1,1,1257,2,1125,3.8,1125,16,1.68,4.94,"TRUE","no",19
"2973","within an hour",100,97,"TRUE",55,"phone_email",-33.89981518,18.41218203,"Entire home/apt",6,3.5,3,4,8473,2,1125,3.1,216.6,10,1.09,5,"FALSE","no",117
"2974","within an hour",100,100,"FALSE",6,"phone_email",-33.91063,18.41424,"Entire home/apt",2,1,1,1,1237,1,365,1.3,83.5,128,2.78,4.51,"TRUE","no",53
"2975","within a few hours",95,88,"FALSE",5,"phone_email",-33.91801783,18.42394898,"Entire home/apt",4,2,2,2,2352,2,365,2,365,47,1.52,4.91,"FALSE","no",94
"2976","within an hour",100,100,"FALSE",3,"phone_email",-33.98734283,18.47380066,"Entire home/apt",3,1,2,2,1335,3,30,6.6,1125,60,0.64,4.72,"FALSE","yes",100
"2977","within an hour",100,90,"FALSE",1,"phone_email",-33.92376,18.42218,"Entire home/apt",2,1,0,1,457,2,365,3.5,1125,80,1.11,4.35,"FALSE","no",144
"2978","within an hour",100,90,"FALSE",176,"phone_only",-33.9252978,18.3798784,"Entire home/apt",4,2,2,2,2637,4,365,2.7,365,5,0.94,4.6,"FALSE","no",123
"2979","within an hour",100,92,"FALSE",2,"phone_email",-34.1569126,18.425053,"Entire home/apt",6,2,3,3,2250,3,1125,2,1125,9,0.27,5,"FALSE","no",42
"2980","within an hour",98,100,"TRUE",21,"phone_email",-33.9375,18.3784008,"Entire home/apt",6,2,3,3,7317,2,1125,2.6,1125,50,0.71,4.76,"TRUE","no",116
"2981","within an hour",100,95,"FALSE",1,"phone_email",-33.91712,18.418,"Entire home/apt",2,1,1,1,1189,2,90,2.3,1125,36,0.8,4.47,"FALSE","no",54
"2982","within an hour",100,96,"TRUE",7,"phone_email",-34.0464,18.34958,"Entire home/apt",4,1,1,1,1441,1,365,1,731,1,0.25,5,"TRUE","no",135
"2983","within an hour",100,100,"TRUE",19,"phone_email",-33.97536331,18.45535588,"Entire home/apt",6,2,3,3,1819,2,365,2,1125,54,2.2,4.81,"FALSE","no",154
"2984","within an hour",100,92,"TRUE",7,"phone_email",-33.9355733,18.69027406,"Entire home/apt",4,1,2,2,945,3,90,2.7,90,5,0.51,5,"FALSE","yes",29
"2985","within an hour",99,100,"TRUE",46,"phone_email",-33.92349,18.4146,"Entire home/apt",6,3,3,3,4412,1,1125,2,1125,350,6.19,4.77,"TRUE","no",64
"2986","within an hour",100,68,"FALSE",2,"phone_email",-33.948098,18.3827042,"Entire home/apt",16,5,8,9,7673,2,365,2,365,50,1.39,4.54,"FALSE","no",132
"2987","within an hour",100,100,"TRUE",1,"phone_email",-33.91942,18.41348,"Entire home/apt",2,1,1,1,1441,1,90,2.3,1125,114,3.36,4.97,"FALSE","no",164
"2988","within a day",100,100,"FALSE",1,"phone_email",-33.92666,18.41585,"Entire home/apt",4,1,2,2,1900,10,365,10,365,4,0.19,4.75,"FALSE","no",149
"2989","within an hour",100,90,"FALSE",176,"phone_only",-33.92394,18.37798,"Entire home/apt",4,2,2,2,5829,4,45,4,1125,2,0.25,5,"FALSE","no",123
"2990","within a day",60,36,"FALSE",8,"phone_email",-33.95876,18.38243,"Entire home/apt",12,6.5,6,6,18000,5,160,5,160,18,0.14,4.89,"FALSE","yes",139
"2991","within an hour",100,100,"TRUE",1,"phone_email",-33.90987,18.41345,"Entire home/apt",6,3,3,4,3892,3,1125,2.8,1125,146,1.48,4.9,"FALSE","no",144
"2992","within an hour",96,94,"TRUE",75,"phone_email",-33.94967,18.38158,"Entire home/apt",6,3,3,3,7456,3,365,3.9,365,3,0.38,4.33,"FALSE","no",156
"2993","within an hour",100,89,"FALSE",1,"phone_email",-34.12052,18.83881,"Entire home/apt",4,0,0,2,650,1,90,1.3,90,15,0.14,4.47,"FALSE","no",126
"2994","within an hour",100,81,"FALSE",5,"phone_email",-33.96566,18.48817,"Entire home/apt",9,2.5,4,4,5225,4,90,6.6,90,37,0.3,4.51,"FALSE","no",135
"2995","within a few hours",100,84,"TRUE",5,"phone_email",-33.98094,18.45513,"Entire home/apt",6,3,3,3,2000,3,27,3,27,45,0.55,5,"FALSE","no",196
"2996","within an hour",100,98,"TRUE",1,"phone_email",-33.95145,18.38447,"Entire home/apt",12,5.5,6,8,8508,3,365,3.2,365,42,1.94,4.9,"FALSE","no",146
"2997","within an hour",100,92,"FALSE",1,"phone_email",-33.92818308,18.41446605,"Entire home/apt",2,1,0,1,700,2,31,2,31,5,0.6,5,"FALSE","no",102
"2998","within an hour",100,100,"FALSE",3,"phone_email",-33.82542,18.741669,"Entire home/apt",2,1,1,2,1125,1,60,1,1125,4,0.08,4.25,"TRUE","no",98
"2999","within an hour",100,94,"TRUE",27,"phone_email",-33.82533039,18.48480251,"Entire home/apt",4,2,2,2,1004,2,7,1.5,1125,4,3.43,4.75,"FALSE","no",43
"3000","within an hour",100,98,"TRUE",3,"phone_email",-33.9222762,18.4175721,"Entire home/apt",2,1,1,1,1064,2,45,1.5,1125,62,2.83,4.87,"FALSE","no",150
"3001","within an hour",85,72,"FALSE",21,"phone_email",-33.91001,18.41298,"Entire home/apt",2,1,1,1,3145,1,120,1.3,120,5,0.11,5,"FALSE","no",88
"3002","within an hour",100,25,"FALSE",1,"phone_email",-33.8152043,18.4824324,"Entire home/apt",2,1,1,1,855,2,60,2,1125,3,0.19,5,"FALSE","no",76
"3003","within an hour",100,100,"FALSE",2,"phone_email",-34.10554,18.47214,"Entire home/apt",2,1,1,1,713,1,14,1,1125,56,0.79,4.88,"TRUE","no",135
"3004","within an hour",100,59,"TRUE",1,"phone_email",-33.81778,18.47436,"Entire home/apt",4,1,2,3,1601,2,365,2,365,8,0.74,5,"FALSE","no",81
"3005","within a few hours",80,50,"FALSE",1,"phone_email",-33.91164,18.39132,"Entire home/apt",2,1,1,1,1349,7,365,7,365,7,0.31,4.71,"FALSE","no",31
"3006","within an hour",100,96,"TRUE",2,"phone_email",-34.10621,18.46986,"Entire home/apt",6,2,3,4,751,4,180,4,180,48,0.6,4.94,"FALSE","no",122
"3007","within an hour",100,58,"TRUE",18,"phone_email",-33.95489,18.37775,"Entire home/apt",4,2,2,2,9765,3,30,3.4,30,5,0.11,5,"FALSE","no",158
"3008","within an hour",97,88,"TRUE",9,"phone_email",-34.1311206,18.3380308,"Entire home/apt",8,4,4,4,3973,4,365,5.3,1125,17,1.65,5,"FALSE","no",134
"3009","within an hour",100,92,"TRUE",20,"phone_email",-33.95484,18.38781,"Entire home/apt",10,4.5,5,6,12363,3,365,3.2,365,76,0.7,4.92,"FALSE","no",137
"3010","within an hour",100,99,"TRUE",73,"phone_email",-33.91720988,18.42192342,"Entire home/apt",2,1,1,1,1173,2,365,2,365,31,3.89,4.9,"FALSE","no",123
"3011","within a few hours",80,92,"TRUE",1,"phone_email",-33.91824,18.39252,"Private room",1,1,1,1,619,7,1125,9.1,1034.5,42,0.46,4.98,"FALSE","no",142
"3012","within an hour",100,94,"TRUE",22,"phone_email",-33.91329,18.41751,"Entire home/apt",4,2,2,2,4703,2,90,2.3,1125,97,1.66,4.91,"FALSE","no",155
"3013","within an hour",100,100,"TRUE",1,"phone_only",-33.90746,18.39669,"Entire home/apt",6,2,3,3,3755,2,1125,2,1125,20,1.63,4.9,"FALSE","no",162
"3014","within an hour",100,86,"FALSE",1,"phone_email",-33.90922,18.39933,"Entire home/apt",11,5,5,6,8000,4,20,4.5,20,11,0.16,4.91,"FALSE","yes",115
"3015","within an hour",100,94,"TRUE",6,"phone_email",-33.92355,18.41975,"Entire home/apt",4,2,2,2,1635,5,730,5,730,28,0.34,5,"FALSE","no",91
"3016","within an hour",100,90,"TRUE",12,"phone_email",-33.95524,18.38379,"Entire home/apt",2,1.5,1,1,2029,2,1125,2.1,1125,3,0.06,5,"FALSE","no",64
"3017","within an hour",100,89,"TRUE",2,"phone_email",-33.78724,18.45672,"Entire home/apt",5,1,2,3,1169,1,365,1,365,48,3.4,4.9,"FALSE","no",125
"3018","within an hour",100,100,"FALSE",85,"phone_email",-33.92321,18.42142,"Entire home/apt",4,2,2,3,2149,1,365,3,365,8,0.1,3.75,"TRUE","yes",167
"3019","within an hour",100,96,"TRUE",148,"phone_email",-33.91658218,18.41974791,"Entire home/apt",2,1,1,1,1273,2,1125,2,1125,3,2.81,4.67,"FALSE","no",91
"3020","within a day",100,88,"FALSE",2,"phone_email",-33.9404,18.40898,"Entire home/apt",2,1,1,1,971,2,25,2,25,20,0.42,4.85,"FALSE","no",132
"3021","within an hour",100,93,"TRUE",1,"phone_email",-33.89809,18.68797,"Entire home/apt",3,1,1,2,726,2,365,2,365,32,1.04,4.81,"FALSE","no",111
"3022","within a few hours",100,91,"TRUE",1,"phone_email",-34.09646,18.36239,"Entire home/apt",8,3.5,4,6,3643,3,1125,3,1125,27,0.74,4.89,"FALSE","no",123
"3023","within an hour",96,94,"TRUE",75,"phone_email",-33.96694946,18.38161659,"Entire home/apt",6,3,3,3,9633,4,365,4.8,365,18,0.2,4.61,"FALSE","no",156
"3024","within an hour",100,100,"TRUE",1,"phone_email",-33.964,18.47034,"Entire home/apt",2,1,0,2,629,5,360,5,1125,85,1.05,4.87,"TRUE","no",114
"3025","within an hour",100,98,"FALSE",3,"phone_email",-33.92917252,18.4541111,"Entire home/apt",4,2,2,2,1575,2,130,2,130,44,0.44,4.73,"FALSE","yes",134
"3026","within a few hours",100,89,"TRUE",15,"phone_email",-33.93996322,18.41660902,"Entire home/apt",2,1,1,1,1436,2,70,2.3,70,3,0.49,5,"FALSE","yes",139
"3027","within a day",100,100,"FALSE",2,"phone_email",-33.85963,18.65306,"Entire home/apt",6,1,2,3,884,2,1125,2,1125,14,0.19,5,"FALSE","yes",93
"3028","within an hour",100,98,"TRUE",1,"phone_only",-34.20825,18.4572,"Entire home/apt",6,2,2,5,1166,1,27,1.3,1125,461,4.67,4.8,"FALSE","no",106
"3029","within an hour",100,90,"FALSE",176,"phone_only",-33.9120872,18.4146361,"Entire home/apt",4,1,2,3,1697,1,365,2.7,365,8,0.74,4.25,"FALSE","no",123
"3030","within an hour",100,96,"TRUE",148,"phone_email",-33.91179636,18.41948058,"Entire home/apt",2,1,1,1,1720,2,1125,2,1125,29,3.13,4.93,"FALSE","no",91
"3031","within an hour",100,100,"TRUE",1,"phone_email",-33.9204019,18.42431,"Entire home/apt",2,1,1,1,1285,2,365,2.3,1125,8,0.9,4.75,"TRUE","yes",17
"3032","within an hour",100,100,"TRUE",1,"phone_email",-34.00752,18.43613,"Entire home/apt",4,1.5,2,2,1500,2,60,2,60,121,1.04,4.99,"FALSE","no",122
"3033","within an hour",90,96,"TRUE",7,"phone_email",-34.01648389,18.41956333,"Entire home/apt",8,4.5,5,6,16715,2,730,2,1125,41,1.64,4.85,"FALSE","yes",42
"3034","within an hour",100,100,"FALSE",1,"phone_email",-33.91718,18.39152,"Entire home/apt",4,2,2,2,2087,2,180,2,180,20,1.16,4.9,"TRUE","no",29
"3035","within an hour",100,100,"TRUE",1,"phone_email",-33.9225734,18.4167337,"Entire home/apt",2,1,1,1,2096,2,30,2,1125,13,1.2,4.85,"FALSE","no",19
"3036","within a few hours",100,100,"TRUE",1,"phone_email",-34.017,18.35012,"Entire home/apt",8,3,4,4,4690,4,18,4,18,108,1.15,4.91,"FALSE","no",102
"3037","within an hour",100,100,"TRUE",1,"phone_email",-33.91897,18.41821,"Entire home/apt",2,1,1,1,1345,2,90,2,1125,27,0.59,4.96,"TRUE","no",68
"3038","within an hour",100,40,"FALSE",3,"phone_email",-34.00871,18.34363,"Entire home/apt",4,2,2,3,4680,3,365,3.1,365,2,0.14,5,"FALSE","yes",148
"3039","within an hour",100,100,"FALSE",1,"phone_email",-34.19484559,18.42500516,"Entire home/apt",4,1,2,2,1727,3,365,3,365,3,0.33,4.67,"FALSE","no",104
"3040","within an hour",100,98,"TRUE",8,"phone_email",-33.967198,18.3811976,"Entire home/apt",2,1,1,1,2695,2,365,2,365,21,0.97,4.43,"FALSE","no",31
"3041","within an hour",100,100,"FALSE",108,"phone_only",-33.807877,18.474611,"Entire home/apt",8,2,4,5,3059,1,1125,7,1125,7,0.08,4.57,"TRUE","no",163
"3042","within an hour",97,100,"FALSE",7,"phone_email",-33.9189263,18.4242578,"Entire home/apt",3,1,1,1,972,2,365,2,365,14,2.84,4.86,"FALSE","no",65
"3043","within an hour",100,100,"FALSE",2,"phone_email",-33.9434,18.4074,"Entire home/apt",3,1,1,3,685,2,1125,2,1125,54,0.46,4.91,"FALSE","yes",133
"3044","within an hour",100,100,"TRUE",1,"phone_email",-33.9010667,18.402673,"Entire home/apt",4,2,2,3,1710,2,60,2,60,20,1.12,4.9,"FALSE","no",152
"3045","within an hour",100,100,"TRUE",1,"phone_email",-33.91791288,18.38769652,"Entire home/apt",2,1,0,1,1467,1,365,1.3,1125,8,0.71,4.88,"TRUE","no",19
"3046","within an hour",100,80,"FALSE",1,"phone_email",-34.1284825,18.4167483,"Entire home/apt",7,2,3,5,2169,4,150,4,150,7,0.61,4.86,"FALSE","no",133
"3047","within an hour",100,98,"TRUE",2,"phone_email",-33.93087,18.40713,"Entire home/apt",2,1,1,1,1707,2,45,2,1125,311,4.56,4.97,"FALSE","no",98
"3048","within a few hours",92,77,"TRUE",3,"phone_email",-33.8926364,18.5070709,"Entire home/apt",2,1,1,1,1153,3,365,3,365,19,1.55,4.74,"TRUE","no",21
"3049","within a few hours",100,75,"FALSE",2,"phone_email",-33.86046,18.64786,"Entire home/apt",2,0,0,1,685,1,1125,1,1125,34,0.29,4.56,"FALSE","no",130
"3050","within an hour",100,100,"FALSE",48,"phone_email",-33.79354,18.45864,"Entire home/apt",4,2,2,2,1240,5,1125,3,731,24,0.35,4.75,"TRUE","no",99
"3051","within an hour",100,100,"FALSE",46,"phone_only",-33.91255445,18.39173513,"Entire home/apt",2,1,1,1,1571,1,60,1.9,60,3,0.48,5,"TRUE","no",29
"3052","within a day",80,32,"FALSE",2,"phone_only",-33.8958899,18.4930741,"Entire home/apt",6,1,3,4,1593,1,365,1,365,2,0.21,4.5,"FALSE","no",79
"3053","within a day",100,88,"TRUE",1,"phone_email",-33.8238519,18.4820142,"Entire home/apt",2,1,1,1,1161,3,25,3,25,15,0.68,4.87,"FALSE","no",95
"3054","within an hour",100,51,"FALSE",7,"phone_email",-33.92772,18.38046,"Entire home/apt",2,1.5,1,1,3521,1,1125,1,1125,5,0.05,5,"FALSE","no",135
"3055","within an hour",100,91,"TRUE",52,"phone_email",-33.9096466,18.4094192,"Entire home/apt",2,1,1,1,1230,1,1125,2,1125,6,0.47,4.67,"FALSE","no",21
"3056","within an hour",100,95,"TRUE",32,"phone_email",-33.9226768,18.3808071,"Entire home/apt",4,2,2,2,3220,2,150,2,150,12,0.56,4.83,"FALSE","no",125
"3057","within a few hours",100,80,"TRUE",2,"phone_email",-33.91832322,18.42501204,"Entire home/apt",2,1,1,1,884,2,365,2,365,2,2,5,"FALSE","no",31
"3058","within an hour",100,94,"FALSE",13,"phone_email",-33.9118761,18.3922077,"Entire home/apt",2,1,1,1,1083,1,365,3.7,365,6,0.27,4.5,"TRUE","no",117
"3059","within an hour",100,99,"TRUE",73,"phone_email",-33.91699,18.42055,"Entire home/apt",2,1,1,1,1080,1,365,1,365,120,2.89,4.86,"FALSE","no",123
"3060","within a few hours",100,73,"TRUE",1,"phone_email",-34.03486126,18.3473568,"Entire home/apt",2,1,1,1,500,2,365,2,365,11,1.09,4.82,"FALSE","no",18
"3061","within an hour",100,100,"FALSE",2,"phone_email",-34.01535,18.3532,"Entire home/apt",2,1,1,1,1651,1,14,1.2,1125,1,1,5,"TRUE","no",180
"3062","within an hour",100,96,"FALSE",1,"phone_only",-34.14244,18.32291,"Entire home/apt",2,1,1,1,1656,2,30,2,30,29,0.86,4.97,"FALSE","no",43
"3063","within an hour",100,100,"FALSE",2,"phone_email",-33.92071,18.38515,"Entire home/apt",2,1,1,1,958,2,365,2,1125,31,0.88,4.9,"FALSE","no",45
"3064","within an hour",100,100,"TRUE",1,"phone_only",-33.92109,18.38881,"Entire home/apt",3,1,2,2,1543,2,31,2,1125,27,2.09,5,"TRUE","no",21
"3065","within an hour",100,99,"TRUE",69,"phone_email",-33.93506224,18.40303339,"Entire home/apt",4,2,2,2,1857,3,30,2.5,30,17,2.38,4.65,"FALSE","no",46
"3066","within an hour",100,94,"FALSE",30,"phone_email",-33.91361,18.42555,"Entire home/apt",2,1,1,1,3416,2,365,2.5,365,15,0.49,4.47,"TRUE","no",145
"3067","a few days or more",20,67,"FALSE",1,"phone_only",-33.94715717,18.48032031,"Entire home/apt",8,3,5,5,3150,1,14,1,14,3,0.33,5,"TRUE","yes",21
"3068","within an hour",100,100,"FALSE",48,"phone_email",-33.79141,18.45696,"Entire home/apt",4,2,2,3,1120,5,365,3,731,7,0.19,4.86,"TRUE","no",99
"3069","within an hour",100,100,"FALSE",21,"phone_email",-33.899072,18.6411057,"Entire home/apt",16,4,10,19,3903,3,365,3,1125,2,0.22,3.5,"TRUE","yes",101
"3070","within an hour",90,89,"FALSE",6,"phone_email",-33.81897,18.5541,"Entire home/apt",4,2,2,2,1041,30,60,30,60,9,0.28,3.89,"FALSE","yes",80
"3071","within a few hours",100,90,"TRUE",1,"phone_email",-34.1032076,18.4704128,"Entire home/apt",2,1,1,1,354,3,365,3,365,36,1.9,4.78,"FALSE","yes",140
"3072","within an hour",100,96,"TRUE",10,"phone_only",-33.9082328,18.4023373,"Entire home/apt",2,1,1,1,1414,10,365,9.8,365,3,0.34,5,"FALSE","no",138
"3073","within an hour",100,100,"TRUE",77,"phone_email",-33.915022,18.392077,"Entire home/apt",2,1,0,1,1492,1,60,1.9,60,3,1.76,3.33,"TRUE","no",15
"3074","within an hour",100,71,"TRUE",6,"phone_email",-33.91706,18.3946,"Entire home/apt",4,2,2,2,2041,4,1125,4,1125,234,1.99,4.84,"FALSE","no",128
"3075","within an hour",90,87,"TRUE",2,"phone_email",-33.92069,18.41363,"Entire home/apt",7,2,3,4,3458,3,365,3,365,2,0.67,4.5,"FALSE","no",142
"3076","within a few hours",100,93,"FALSE",1,"phone_email",-33.92767,18.45373,"Entire home/apt",2,1,1,1,587,1,1125,1,1125,13,0.34,4.38,"FALSE","no",102
"3077","within an hour",100,94,"TRUE",75,"phone_email",-33.9119107,18.3996036,"Entire home/apt",8,4,4,4,5606,4,365,4,365,28,2.66,4.93,"FALSE","no",141
"3078","within an hour",100,34,"TRUE",2,"phone_email",-33.82199461,18.48621519,"Entire home/apt",2,1,1,1,641,1,365,1,365,14,3.28,5,"FALSE","no",51
"3079","within an hour",100,98,"TRUE",5,"phone_only",-33.89727942,18.63429241,"Entire home/apt",2,1,1,2,900,2,28,2,1125,101,2.61,4.81,"FALSE","yes",65
"3080","within an hour",100,75,"FALSE",28,"phone_only",-33.90879,18.39275,"Entire home/apt",4,2,2,3,2132,2,365,2.9,365,40,1.56,4.95,"FALSE","no",31
"3081","within a few hours",96,73,"TRUE",33,"phone_email",-33.81569,18.47396,"Entire home/apt",2,1,1,1,955,2,365,2,365,17,1.45,4.82,"FALSE","yes",136
"3082","within an hour",90,98,"FALSE",30,"phone_email",-33.97548175,18.46539639,"Entire home/apt",2,1,1,1,1524,1,365,2.1,365,4,0.57,4.5,"TRUE","no",29
"3083","within a few hours",100,36,"FALSE",4,"phone_email",-33.98588,18.4492,"Entire home/apt",8,3.5,4,3,10510,7,365,7,365,10,0.22,5,"FALSE","no",103
"3084","within an hour",100,94,"TRUE",9,"phone_email",-34.11315,18.82249,"Entire home/apt",6,2,3,3,3134,5,365,5,1125,23,0.68,4.96,"FALSE","yes",112
"3085","within a few hours",100,95,"FALSE",3,"phone_email",-33.95003,18.48571,"Private room",2,2,1,1,338,2,1125,2,1125,21,0.46,4.86,"FALSE","yes",136
"3086","within a few hours",90,81,"FALSE",1,"phone_email",-33.91352,18.40055,"Entire home/apt",2,1,1,1,789,5,60,5,60,27,1.27,5,"FALSE","no",29
